order_id,order_date,promised_delivery_time,actual_delivery_time,order_total
883309006,09-04-2024 08:12,09-04-2024 08:22,09-04-2024 08:30,1427.84
6528341992,29-01-2024 03:28,29-01-2024 03:43,29-01-2024 03:54,2360.73
3263203775,28-09-2024 15:27,28-09-2024 15:37,28-09-2024 15:36,826.28
3660010934,31-01-2024 15:31,31-01-2024 15:44,31-01-2024 15:49,787.4
7944885043,26-05-2024 08:18,26-05-2024 08:31,26-05-2024 08:29,4410.72
2506369831,16-06-2023 13:05,16-06-2023 13:22,16-06-2023 13:35,255.35
697061213,25-03-2023 09:41,25-03-2023 09:52,25-03-2023 09:55,4473.11
7079057004,30-09-2023 08:52,30-09-2023 09:10,30-09-2023 09:32,1946.09
1556153632,04-05-2024 08:35,04-05-2024 08:54,04-05-2024 09:03,1277.85
2161235338,12-04-2024 15:00,12-04-2024 15:12,12-04-2024 15:21,4431.77
1247978468,19-07-2024 01:53,19-07-2024 02:13,19-07-2024 02:12,1662.15
5437627061,22-08-2024 02:04,22-08-2024 02:15,22-08-2024 02:16,910.19
9091960039,11-02-2024 09:54,11-02-2024 10:04,11-02-2024 10:04,1349.36
619198317,20-11-2023 16:57,20-11-2023 17:16,20-11-2023 17:11,4216.63
9833179291,04-05-2023 18:32,04-05-2023 18:52,04-05-2023 18:48,483.05
4148760273,22-05-2024 01:40,22-05-2024 01:55,22-05-2024 01:58,994.97
7206041763,30-05-2023 19:17,30-05-2023 19:35,30-05-2023 19:37,162.67
690097648,27-12-2023 20:11,27-12-2023 20:30,27-12-2023 20:40,3471.29
4197061567,04-02-2024 03:20,04-02-2024 03:31,04-02-2024 03:33,3685.3
2009394836,24-10-2023 22:11,24-10-2023 22:25,24-10-2023 22:23,1159.53
277502363,28-12-2023 13:54,28-12-2023 14:04,28-12-2023 14:09,2682.72
4356959622,16-01-2024 07:41,16-01-2024 07:56,16-01-2024 07:51,2128.54
174306009,09-08-2024 00:24,09-08-2024 00:35,09-08-2024 01:02,2424.07
9582674091,16-08-2024 11:20,16-08-2024 11:39,16-08-2024 12:01,951.43
8675579025,06-07-2024 11:59,06-07-2024 12:15,06-07-2024 12:17,2636.86
5195999941,19-07-2024 18:51,19-07-2024 19:07,19-07-2024 19:21,2298.98
5210007923,01-10-2024 05:12,01-10-2024 05:24,01-10-2024 05:25,1278.93
6595771960,05-04-2023 03:22,05-04-2023 03:36,05-04-2023 03:40,4251.75
4247338382,05-12-2023 02:01,05-12-2023 02:11,05-12-2023 02:40,989.88
819143326,10-01-2024 19:18,10-01-2024 19:34,10-01-2024 19:39,3284.6
3830844750,06-08-2023 15:56,06-08-2023 16:07,06-08-2023 16:04,1663.27
1687314172,13-03-2024 18:42,13-03-2024 19:00,13-03-2024 19:03,3835.73
6756007265,27-07-2023 18:19,27-07-2023 18:37,27-07-2023 18:42,1848.13
489762747,27-09-2024 16:36,27-09-2024 16:52,27-09-2024 17:18,766.2
7509195875,26-11-2023 19:55,26-11-2023 20:11,26-11-2023 20:14,4237.4
2370917070,25-07-2023 05:54,25-07-2023 06:11,25-07-2023 06:16,2639.9
2055388266,23-06-2023 06:31,23-06-2023 06:41,23-06-2023 06:49,3722.37
8969304162,12-10-2023 14:44,12-10-2023 15:03,12-10-2023 15:02,1264.98
5412674107,06-10-2024 21:41,06-10-2024 22:00,06-10-2024 22:02,2646.85
1536516619,25-11-2023 07:50,25-11-2023 08:10,25-11-2023 08:15,3466.59
3858907413,27-07-2023 18:31,27-07-2023 18:45,27-07-2023 18:45,3427.43
4976389251,05-09-2023 10:02,05-09-2023 10:13,05-09-2023 10:08,1146.95
2218319201,01-11-2024 02:59,01-11-2024 03:12,01-11-2024 03:11,1216.48
6729422433,19-07-2023 13:45,19-07-2023 13:55,19-07-2023 14:01,3405.78
1354097448,21-06-2023 17:33,21-06-2023 17:53,21-06-2023 17:55,3401.69
8952275304,31-08-2024 08:12,31-08-2024 08:22,31-08-2024 08:22,2474.23
436603801,28-12-2023 09:54,28-12-2023 10:14,28-12-2023 10:11,838.89
5273875984,31-05-2023 03:32,31-05-2023 03:45,31-05-2023 03:59,2682.38
9290203003,01-04-2024 12:19,01-04-2024 12:31,01-04-2024 12:36,2133.39
6240982373,26-04-2023 03:12,26-04-2023 03:27,26-04-2023 03:24,3393.08
2718348206,08-11-2023 10:22,08-11-2023 10:37,08-11-2023 10:33,632.43
4903544026,11-05-2024 04:29,11-05-2024 04:45,11-05-2024 04:50,3778.46
2827266949,17-09-2024 07:51,17-09-2024 08:10,17-09-2024 08:18,3334.82
4278423074,17-12-2023 04:48,17-12-2023 05:02,17-12-2023 05:05,1073.53
645916247,10-10-2023 02:52,10-10-2023 03:03,10-10-2023 03:32,4465.9
5816647866,26-09-2024 05:13,26-09-2024 05:23,26-09-2024 05:40,2323.45
7282397914,14-07-2024 01:15,14-07-2024 01:35,14-07-2024 01:40,2043.65
3260611473,06-02-2024 13:34,06-02-2024 13:54,06-02-2024 14:12,2731.48
8638163868,07-06-2023 03:25,07-06-2023 03:41,07-06-2023 03:46,4272.81
177850987,07-11-2023 14:08,07-11-2023 14:25,07-11-2023 14:22,1934.67
9653859166,16-03-2023 19:23,16-03-2023 19:36,16-03-2023 19:50,2978.36
9991338690,29-07-2024 11:34,29-07-2024 11:45,29-07-2024 11:46,3273.99
1714593246,20-10-2024 09:52,20-10-2024 10:02,20-10-2024 10:04,1100.8
9742461226,01-01-2024 00:24,01-01-2024 00:43,01-01-2024 00:40,949.56
3314393477,26-10-2024 13:36,26-10-2024 13:49,26-10-2024 13:52,934.75
4188317986,20-03-2023 01:44,20-03-2023 01:56,20-03-2023 02:06,3448.71
1646665366,26-07-2024 18:45,26-07-2024 19:01,26-07-2024 19:13,1086.27
9558804585,15-03-2024 11:58,15-03-2024 12:09,15-03-2024 12:15,848.94
9047652469,05-08-2024 03:13,05-08-2024 03:28,05-08-2024 03:23,370.06
2893800377,22-03-2024 11:38,22-03-2024 11:57,22-03-2024 11:53,1966.14
6139157985,03-02-2024 13:33,03-02-2024 13:51,03-02-2024 14:13,1623.51
6029394789,30-04-2023 06:03,30-04-2023 06:23,30-04-2023 06:32,2118.04
5874940276,11-04-2024 06:28,11-04-2024 06:45,11-04-2024 06:40,546.43
5205211911,27-09-2024 18:32,27-09-2024 18:52,27-09-2024 19:06,1098.4
5314758068,03-02-2024 00:17,03-02-2024 00:36,03-02-2024 00:46,4183.29
484869710,09-09-2023 11:46,09-09-2023 12:05,09-09-2023 12:08,1429.34
9957728938,05-08-2024 21:29,05-08-2024 21:43,05-08-2024 21:59,1445.95
3136056666,29-04-2024 03:24,29-04-2024 03:40,29-04-2024 03:52,211.25
4926104391,24-10-2023 07:42,24-10-2023 08:02,24-10-2023 08:16,2029.88
1827844756,07-04-2023 11:32,07-04-2023 11:43,07-04-2023 11:46,3372.28
7032037874,13-06-2024 19:06,13-06-2024 19:17,13-06-2024 19:17,1694.99
3779230503,11-07-2023 05:19,11-07-2023 05:30,11-07-2023 05:29,2781.39
3473012553,16-02-2024 21:32,16-02-2024 21:48,16-02-2024 22:14,5062.8
7988504487,14-05-2024 11:32,14-05-2024 11:42,14-05-2024 11:41,3511.92
7193792738,05-06-2024 15:34,05-06-2024 15:49,05-06-2024 15:53,2817.36
1533583386,28-08-2023 20:16,28-08-2023 20:27,28-08-2023 20:24,4869.76
7750989397,07-01-2024 01:01,07-01-2024 01:20,07-01-2024 01:24,4099.45
4434816229,14-09-2023 06:52,14-09-2023 07:10,14-09-2023 07:05,1491.21
6896732047,18-04-2024 17:58,18-04-2024 18:08,18-04-2024 18:06,321.33
4740837071,01-11-2023 15:26,01-11-2023 15:42,01-11-2023 15:47,5428.69
6649631729,30-09-2024 09:24,30-09-2024 09:39,30-09-2024 09:38,1082.76
5351526726,28-03-2023 18:51,28-03-2023 19:08,28-03-2023 19:04,3077.83
1506082041,04-05-2023 07:48,04-05-2023 08:00,04-05-2023 07:57,4917.47
1023260165,16-02-2024 19:06,16-02-2024 19:23,16-02-2024 19:23,741.67
8257032403,18-09-2024 21:17,18-09-2024 21:34,18-09-2024 21:37,3177.73
7216524192,01-09-2024 16:23,01-09-2024 16:33,01-09-2024 16:30,227.22
8619795820,04-09-2024 09:17,04-09-2024 09:30,04-09-2024 09:51,2686.37
6494708839,18-06-2023 16:06,18-06-2023 16:18,18-06-2023 16:19,2789.77
9859249765,13-05-2024 13:57,13-05-2024 14:10,13-05-2024 14:07,1812.4
3528020011,12-11-2023 11:51,12-11-2023 12:01,12-11-2023 12:04,934.98
5937934264,11-09-2024 19:24,11-09-2024 19:35,11-09-2024 19:50,3551.15
2976477423,17-08-2023 07:32,17-08-2023 07:47,17-08-2023 07:47,1277.83
1002438039,17-02-2024 03:28,17-02-2024 03:44,17-02-2024 03:43,3775.99
2571163022,06-02-2024 22:03,06-02-2024 22:20,06-02-2024 22:34,674.39
6850221497,21-07-2024 22:37,21-07-2024 22:52,21-07-2024 22:47,3496.28
4706569127,27-07-2023 18:37,27-07-2023 18:51,27-07-2023 18:56,687.19
8168261752,22-04-2024 06:11,22-04-2024 06:30,22-04-2024 06:53,1860.29
5828325906,04-12-2023 11:40,04-12-2023 11:59,04-12-2023 11:57,4230.58
5012271549,21-09-2024 10:04,21-09-2024 10:19,21-09-2024 10:47,769.83
8110316958,30-01-2024 19:28,30-01-2024 19:48,30-01-2024 19:45,806.56
3190808443,10-01-2024 08:50,10-01-2024 09:00,10-01-2024 08:56,2593.91
7175472728,12-09-2023 11:51,12-09-2023 12:01,12-09-2023 12:01,307.23
6011117738,07-01-2024 10:51,07-01-2024 11:01,07-01-2024 11:04,2539.66
5592928753,23-08-2024 20:45,23-08-2024 20:59,23-08-2024 21:10,3473.11
3952040848,09-05-2024 00:30,09-05-2024 00:41,09-05-2024 00:39,4818.61
7026479520,17-07-2024 22:05,17-07-2024 22:17,17-07-2024 22:19,1691.47
6572695161,18-03-2024 08:19,18-03-2024 08:32,18-03-2024 08:32,1671.67
9090769419,02-09-2024 03:14,02-09-2024 03:29,02-09-2024 03:25,1819.14
5979489110,07-09-2023 07:49,07-09-2023 08:03,07-09-2023 08:05,2337.12
964698323,30-09-2024 23:16,30-09-2024 23:34,30-09-2024 23:39,2352.88
2304242664,21-03-2024 08:29,21-03-2024 08:47,21-03-2024 08:47,1579.28
2483843748,24-05-2023 09:19,24-05-2023 09:35,24-05-2023 09:38,1692.9
2560588609,21-06-2024 01:18,21-06-2024 01:35,21-06-2024 01:36,319.34
9268920928,05-07-2023 12:33,05-07-2023 12:44,05-07-2023 12:48,1404.2
9554019312,08-09-2023 01:54,08-09-2023 02:10,08-09-2023 02:05,4088.52
3749174258,13-02-2024 07:46,13-02-2024 07:59,13-02-2024 08:10,2618.07
3947164241,04-11-2024 20:29,04-11-2024 20:43,04-11-2024 20:47,1463.39
487327038,05-10-2023 00:26,05-10-2023 00:41,05-10-2023 00:44,563.45
8830321199,10-08-2024 06:00,10-08-2024 06:17,10-08-2024 06:32,46.62
3811318591,07-07-2023 12:56,07-07-2023 13:10,07-07-2023 13:08,1563.3
